date,temperature,irradiance,wind_speed,clear_sky_radiation,cloud_cover,snow_depth_cm
3/23/2024,-6.11,2.9359,3.64,5.1386,98.13,0
3/24/2024,-4.86,4.1402,4.38,5.2301,86.05,0
3/25/2024,-4.91,3.6127,5.33,5.3369,92.42,0
3/26/2024,-3.4,4.145,3.26,4.9054,96.26,0
3/27/2024,2.58,5.022,2.55,5.153,66.28,0
3/28/2024,-3.64,2.3846,4.52,5.1718,98.14,0
3/29/2024,-5.4,2.8723000000000005,2.59,5.3518,63.25,0
3/30/2024,-2.83,5.0635,1.93,5.4065,45.35999999999999,0
3/31/2024,1.6499999999999997,5.0326,3.1199999999999997,5.3676,49.19,0
4/1/2024,5.16,5.5606,4.33,5.6923,23.13,0
4/2/2024,8.57,3.2508,3.11,5.3623,84.89,0
4/3/2024,3.7099999999999995,4.5943,4.23,5.625600000000001,75.81,0
4/4/2024,0.57,2.4862,3.65,5.7077,99.79,7
4/5/2024,-0.63,1.1868,2.66,5.5896,98.67,4
4/6/2024,1.61,1.5922,1.3500000000000003,5.3709999999999996,97.2,0
4/7/2024,5.69,5.01,1.6499999999999997,5.877399999999999,82.82,0
4/8/2024,6.46,5.447300000000001,2.39,5.9724,66.64,0
4/9/2024,4.92,5.391099999999999,4.18,6.1865,44.62,0
4/10/2024,3.58,5.4878,3.99,6.089000000000001,29.679999999999996,0
4/11/2024,6.73,4.7525,3.83,6.0055000000000005,86.3,0
4/12/2024,7.27,5.123,3.18,6.097,76.62,0
4/13/2024,6.669999999999999,5.910700000000001,3.65,6.4181,65.8,0
4/14/2024,8.38,5.7547,2.03,6.2942,72.75,0
4/15/2024,6,3.2381000000000006,3.83,5.8586,93.27,0
4/16/2024,1,2.8538,5.88,6.2527,85.28,0
4/17/2024,-0.36,5.3753,5.69,6.522000000000001,66.43,0
4/18/2024,-3.28,5.8397,3.19,6.7404,65.51,0
4/19/2024,-0.22,6.8124,1.5,6.877,32.34,0
4/20/2024,3.7999999999999994,6.851499999999999,4.08,6.961200000000001,23.350000000000005,0
4/21/2024,5.3,3.3714999999999997,5.32,6.5294,77.8,0
4/22/2024,9.93,6.4558,5.64,6.6082,46.69,0
4/23/2024,10.81,6.2882,2.34,6.785799999999999,53.24,0
4/24/2024,10.01,4.5571,2.72,6.1841,87.44,0
4/25/2024,6.78,4.932,2.84,6.9924,71.73,0
4/26/2024,4.07,3.8664,2.42,6.7013,80.35,0
4/27/2024,6.89,4.0987,4.01,6.8551,92.84999999999998,0
4/28/2024,7.47,4.6915,2.37,6.8618,87.58999999999999,0
4/29/2024,5.94,2.4914,4.03,6.651799999999999,99.71,0
4/30/2024,2.75,1.7627999999999997,5.05,6.9619,99.83999999999999,0
5/1/2024,4.23,3.7087,3.4599999999999995,6.833000000000001,99.66000000000001,0
5/2/2024,5.98,5.8584,3.69,7.3092,79.77,0
5/3/2024,5.25,5.6825,2.34,7.267399999999999,43.34,0
5/4/2024,6.91,6.7195,2.47,7.3231,46.12,0
5/5/2024,10.24,3.7118,4.31,7.1263,99.31,0
5/6/2024,10.81,2.0911,2.7900000000000005,7.1004,99.64,0
5/7/2024,6.56,1.8098,5.580000000000001,7.343799999999999,99.88,0
5/8/2024,10.44,5.4391,3.06,7.7237,82.44,0
5/9/2024,13.04,7.558600000000001,3.53,7.7306,31.74,0
5/10/2024,16.6,6.284200000000001,3.11,7.543400000000001,65.27,0
5/11/2024,13.08,7.000600000000001,2.91,7.622600000000001,34.69,0
5/12/2024,10.67,4.4462,2.42,7.0963,77.24,0
5/13/2024,12.31,4.8338,2.21,7.4515,91.76,0
5/14/2024,13.13,6.913900000000001,3.0499999999999994,7.8166,79.78,0
5/15/2024,11.6,4.1429,2.81,7.668499999999999,96.63,0
5/16/2024,9.35,2.5853,3.14,7.591,91.52,0
5/17/2024,6.3,4.4006,5.3,8.1002,88.96,0
5/18/2024,6.89,5.804199999999999,4.14,7.9555,77.37,0
5/19/2024,5.52,3.1675,3.77,8.0638,99.52,0
5/20/2024,5.06,3.3864,2.52,7.6466,99.92,0
5/21/2024,7.59,4.6267,2.2,7.4914,98.96,0
5/22/2024,7.96,4.3188,2.07,7.9241,94.34999999999998,0
5/23/2024,7.28,3.8772,1.95,7.8535,98.87,0
5/24/2024,8.7,5.7026,2.12,7.9925,65.72,0
5/25/2024,9.7,7.0471,2.6,8.0832,63.18,0
5/26/2024,11.449999999999998,4.7678,1.22,7.846799999999999,89.28000000000002,0
5/27/2024,14.020000000000001,7.0399,1.89,8.1288,71.84,0
5/28/2024,15.020000000000001,5.9342,1.91,7.880199999999999,98.08,0
5/29/2024,12.43,6.348499999999999,5.64,8.1658,85.34999999999998,0
5/30/2024,10.11,4.9918,6,8.1209,92.21,0
5/31/2024,10.07,6.4622,5.33,8.3069,50.96,0
6/1/2024,12.410000000000002,7.6094,1.9799999999999998,8.3796,45.20000000000001,0
6/2/2024,12.99,5.8154,2.59,8.1919,78.59,0
6/3/2024,10.800000000000002,2.1178,3.86,8.0789,99.61,0
6/4/2024,12.72,5.6069,3.49,8.3011,69.87,0
6/5/2024,12.96,8.2356,5.650000000000001,8.7492,23.179999999999996,0
6/6/2024,12.520000000000001,8.5344,4.74,8.826,13.550000000000002,0
6/7/2024,12.79,7.5066999999999995,5.88,8.6993,44.35,0
6/8/2024,6.3,4.0483,3.24,8.6858,96.99,0
6/9/2024,10.32,4.4246,1.84,8.5006,84.14,0
6/10/2024,14.020000000000001,6.3518,2.64,8.1521,81.52,0
6/11/2024,15.550000000000002,6.9266,1.71,8.3102,59.85999999999999,0
6/12/2024,11.56,2.611,4.67,8.143,99.68,0
6/13/2024,14.72,7.788,2.91,8.5538,54.35,0
6/14/2024,14.07,4.404,2.9,8.1326,78.27,0
6/15/2024,12.31,7.2115,2.56,8.3758,56.06,0
6/16/2024,10.57,6.4966,4.78,8.5807,81.54,0
6/17/2024,8.22,6.851,3.32,8.6354,60.85999999999999,0
6/18/2024,8.4,5.9395,1.05,8.5776,85.67,0
6/19/2024,11.39,7.096799999999999,0.87,8.5346,41.19,0
6/20/2024,14.51,7.3846,2.03,8.4372,29.040000000000003,0
6/21/2024,16.17,7.555699999999999,1.6000000000000003,8.4199,18.94,0
6/22/2024,17.73,8.5042,2.04,8.6124,25.47,0
6/23/2024,19.08,6.9941,2.8699999999999997,8.2294,60.76,0
6/24/2024,14.97,6.8806,5.31,8.2853,58.95000000000001,0
6/25/2024,14.26,4.559,2.44,7.9349,75.3,0
6/26/2024,17.24,5.1149,3.69,8.0671,93.84999999999998,0
6/27/2024,14.04,1.5888,4.26,7.8348,99.54,0
6/28/2024,14.94,8.5116,2.43,8.7026,14.87,0
6/29/2024,16.85,8.1653,2.44,8.4612,6.38,0
6/30/2024,17.44,5.5939000000000005,3.25,8.021,76.1,0
7/1/2024,17.12,5.0854,3.06,8.0426,90.46999999999998,0
7/2/2024,16.46,7.1551,4.23,7.982400000000001,53.9,0
7/3/2024,15.56,3.1313,3.76,6.9655,89.54,0
7/4/2024,17.34,7.2374,2.67,7.4532,20.25,0
7/5/2024,19.02,8.0359,2.51,8.1401,30.94,0
7/6/2024,18.66,7.0061,3.02,7.9363,36.09,0
7/7/2024,21.11,7.9298,1.29,7.9387,0.68,0
7/8/2024,23.97,7.9195,1.87,8.0246,8.29,0
7/9/2024,24.959999999999997,8.0386,2.14,8.0503,2.56,0
7/10/2024,26.48,7.6596,1.86,7.704,13.06,0
7/11/2024,23.38,7.7923,2.98,7.9164,25.88,0
7/12/2024,18.3,8.0556,2.86,8.2111,13.32,0
7/13/2024,17.88,5.0501,1.4400000000000002,7.706599999999999,73.83,0
7/14/2024,17.49,6.3168,2.18,7.706599999999999,58.04999999999999,0
7/15/2024,18.03,5.0899,1.4799999999999998,7.6752,90.36,0
7/16/2024,22.84,6.6566,2,7.8206,52.19,0
7/17/2024,25.48,7.113400000000001,0.9499999999999998,7.6618,32.83,0
7/18/2024,26.19,7.491600000000001,0.96,7.5228,17.68,0
7/19/2024,26.22,6.5719,1.89,6.689800000000001,25.72,0
7/20/2024,24.26,5.1718,0.9499999999999998,5.2284,14.300000000000002,0
7/21/2024,24.899999999999995,5.7688999999999995,2.32,5.8166,15.67,0
7/22/2024,25.899999999999995,5.5226,4.49,5.6554,32.15,0
7/23/2024,22.86,5.1742,3.7900000000000005,5.8807,46.98,0
7/24/2024,20.45,2.3417,2.55,5.1535,86.99,0
7/25/2024,13.729999999999999,2.6057,5.06,6.235,96.44,0
7/26/2024,15.69,2.5085,7.28,5.9098,99.55,0
7/27/2024,17.71,3.5651999999999995,3.85,5.872800000000001,80.73,0
7/28/2024,20.52,6.4956,1.8500000000000003,7.1798,50.79999999999999,0
7/29/2024,19.3,5.813,2.47,6.8945,68.6,0
7/30/2024,20.11,5.7907,1.8500000000000003,7.271,70.95,0
7/31/2024,21.600000000000005,6.623,1.97,7.2533,33.46,0
8/1/2024,20.7,7.0759,1.51,7.288799999999999,16.41,0
8/2/2024,20.39,7.1878,2.16,7.3018,33.2,0
8/3/2024,20.45,5.713,2.58,6.7185999999999995,54.580000000000005,0
8/4/2024,19,4.1542,2.63,6.3326,74.29,0
8/5/2024,15.89,1.8247,2.38,5.401,98.38,0
8/6/2024,14.54,4.0181,1.6000000000000003,5.9359,97.5,0
8/7/2024,16.16,5.2092,1.01,6.5402,54.38,0
8/8/2024,16.54,6.6859,2.3,6.7788,4.54,0
8/9/2024,16.89,6.817899999999999,3.4500000000000006,6.823,0.61,0
8/10/2024,18.3,6.686899999999999,3.25,6.759800000000001,7.349999999999999,0
8/11/2024,20.03,6.492999999999999,2.77,6.631,8.92,0
8/12/2024,20.57,5.9527,2.2,6.4060999999999995,37.47,0
8/13/2024,20.25,5.5152,1.11,6.0514,35.17,0
8/14/2024,18.51,4.0272,2.73,5.1214,32.01,0
8/15/2024,18.53,5.0842,2.44,5.586200000000001,50.98,0
8/16/2024,16.2,1.4736,3.15,4.6474,99.41000000000001,0
8/17/2024,17.28,3.2796,1.31,5.1521,77.69,0
8/18/2024,18.59,4.1134,1.21,5.724999999999999,65.23,0
8/19/2024,20.18,5.6537,2.33,6.0682,42.16,0
8/20/2024,19.47,5.5385,2.16,5.9558,45.99,0
8/21/2024,17.77,4.5526,1.59,5.8898,69.91,0
8/22/2024,15.74,2.6657,2.11,5.651500000000001,68.81,0
8/23/2024,18.47,5.557199999999999,2.8699999999999997,5.653,33.28,0
8/24/2024,17.06,3.3998000000000004,4.88,5.035,83.66,0
8/25/2024,15.199999999999998,5.7876,2.85,5.9693,26.040000000000003,0
8/26/2024,17.54,4.7292,2.39,5.828399999999999,60.44,0
8/27/2024,16.82,3.4812,3.1,5.6618,95.07,0
8/28/2024,13.56,1.1525,4.35,5.6674,78.12,0
8/29/2024,15.74,5.3777,3.4,5.837799999999999,30.83,0
8/30/2024,15.58,3.7474000000000003,3.06,5.6621,80.95,0
8/31/2024,16.98,4.8202,2,5.6537,36.06,0
9/1/2024,20.61,5.569,1.75,5.6534,4.34,0
9/2/2024,20.57,4.8722,2.12,5.2346,57.31,0
9/3/2024,17.4,4.4647,2.42,5.2627,88.14,0
9/4/2024,14.229999999999999,4.9723,2.39,5.477,39.27,0
9/5/2024,16.1,5.439800000000001,1.59,5.4509,3.81,0
9/6/2024,20.27,5.1082,1.5599999999999998,5.2658,32.71,0
9/7/2024,21.03,4.5576,1.06,4.6891,25.41,0
9/8/2024,21.04,4.3166,1.71,4.3992,30.100000000000005,0
9/9/2024,16.34,3.5707,4.14,4.6507,56.5,0
9/10/2024,12.82,4.9058,1.38,5.1466,40.16,0
9/11/2024,12.24,2.3398,3.41,4.4042,97.61,0
9/12/2024,10.72,1.1316,2.93,3.372,99.74,0
9/13/2024,11.910000000000002,2.7137,2.48,4.3109,75.32,0
9/14/2024,12.29,3.1598,1.43,4.584,84.32,0
9/15/2024,12.81,4.5062,2.13,4.6886,23.62,0
9/16/2024,13.4,4.6589,1.8999999999999997,4.7081,27.149999999999995,0
9/17/2024,13.9,4.529,1.67,4.6332,40.84,0
9/18/2024,13.300000000000002,3.8851,2.5,4.453,15.199999999999998,0
9/19/2024,11.479999999999999,3.8755,2.07,4.5257,57.41,0
9/20/2024,8.85,3.3271,3.35,4.2499,81.74,0
9/21/2024,9.57,3.8712,2.24,4.3447,66.87,0
9/22/2024,12.56,3.3862,2.14,4.121,77.77,0
9/23/2024,12.770000000000001,3.2753,2.12,4.037,60.28,0
9/24/2024,17.25,3.9869,2.73,4.1626,32.09,0
9/25/2024,18.2,3.2117,2.02,3.9746,81.48,0
9/26/2024,11.13,4.0915,4.16,4.2468,50.12,0
9/27/2024,12.54,4.0073,4.28,4.116,25.62,0
9/28/2024,9.72,3.1147000000000005,2.01,3.985,71.73,0
9/29/2024,6.94,1.6874,4.47,3.6158,96.39,0
9/30/2024,6.78,3.757,3.85,3.9146,43.35,0
10/1/2024,8.12,1.9118000000000002,2.61,3.7183000000000006,95.67,0
10/2/2024,4.95,2.4658,2.55,3.7816999999999994,88.12,0
10/3/2024,5.419999999999999,2.7406,1.88,3.7601,85.64,0
10/4/2024,7.62,2.4331,2.8699999999999997,3.4771,95.78000000000002,0
10/5/2024,7.29,3.3252,4.04,3.5374,29.75,0
10/6/2024,8.56,2.8111,1.55,3.4565,57.1,0
10/7/2024,11.54,2.7062000000000004,1.6000000000000003,3.3814000000000006,58.77,0
10/8/2024,13.32,2.2613,2.6,3.3146,75.46,0
10/9/2024,7.05,1.8142000000000003,1.49,3.2267999999999994,86.98,0
10/10/2024,5.48,3.1258,2.1,3.3022000000000005,41.71,0
10/11/2024,4.57,2.117,1.91,3.1219,76.57,0
10/12/2024,4.53,2.9246,1.6900000000000002,3.1788000000000003,34.52,0
10/13/2024,7.82,2.7554,2.56,2.9781999999999997,65,0
10/14/2024,10.26,1.5324,1.14,2.8788,79.17,0
10/15/2024,9.21,1.8703,1.78,2.8178,85.83999999999999,0
10/16/2024,6.16,1.6735,1.84,2.6086,99.02,0
10/17/2024,4.78,2.5757,3.93,2.9273000000000002,55.68,0
10/18/2024,4.77,2.3712,2.6,2.8522,80.4,0
10/19/2024,6.3,1.3332,2.37,2.7218,78.32,0
10/20/2024,4.74,0.9955000000000002,2.91,2.6028,98.2,0
10/21/2024,-1.25,1.1311,3.74,2.7098,97.62,0
10/22/2024,-0.4,2.514,3.09,2.7041,49.76,0
10/23/2024,2.91,1.2816,2.69,2.5037,88.2,0
10/24/2024,2.77,2.3028,3.4599999999999995,2.5402,55.669999999999995,0
10/25/2024,1.43,2.4161,2.61,2.5051,56,0
10/26/2024,1.41,1.92,1.5599999999999998,2.2879,88.21,0
10/27/2024,3.81,1.1158,3.32,2.1708,93.46999999999998,0
10/28/2024,1.4799999999999998,0.9845,1.54,2.2224,85.27,0
10/29/2024,-1.16,1.9505,1.87,2.3222,61.18,0
10/30/2024,-1.18,2.1864,1.7,2.2133,28.69,0
10/31/2024,-1.98,0.5078,1.61,2.1506,94.67,0
11/1/2024,-2.14,0.4958,1.15,2.0134,98.34999999999998,0
11/2/2024,-1.74,0.6197,2.38,1.8950000000000002,99.36,0
11/3/2024,-0.55,1.9018,2.58,2.0158,52.62,0
11/4/2024,-0.18,1.3721000000000003,1.72,1.9841,80.16,0
11/5/2024,-1.08,1.5746,2.7900000000000005,1.9037,60.49,0
11/6/2024,1.51,1.7177,3.52,1.8396,58.23,0
11/7/2024,3.1199999999999997,1.2893,2.42,1.811,50.07,0
11/8/2024,4.53,1.5456,2.9,1.747,85.89,0
11/9/2024,0.92,0.6293,1.4400000000000002,1.7472,99.88,0
11/10/2024,-1.22,0.7771,2.83,1.7825,83.33,0
11/11/2024,0.31,0.6976999999999999,3.17,1.6325,97.91000000000001,0
11/12/2024,0,1.5564,2.15,1.6579,41.57,0
11/13/2024,0.33,0.7692,2.6,1.5766,93.03000000000002,0
11/14/2024,-1.33,0.6283,1.34,1.5041,96.74,0
11/15/2024,-2.1,0.4176,0.83,1.4772,88.92,0
11/16/2024,-1.69,0.6062,2.17,1.5269000000000001,96.48,0
11/17/2024,-0.5,0.7757,2.65,1.4969,65.73,0
11/18/2024,-3.65,1.0514,1.71,1.4818,78.17,0
11/19/2024,-8.12,0.7733,1.9400000000000002,1.332,88.40000000000002,0
11/20/2024,-12.26,0.6156,3.06,1.4688,87.76,0
11/21/2024,-10.75,0.3914,1.8099999999999998,1.4004,95.51,0
11/22/2024,-10.58,1.044,1.88,1.3978,81.72,0
11/23/2024,-10.49,0.19200000000000003,3.73,1.3349,99.86,0
11/24/2024,-14.12,0.5575,2.29,1.344,90.61,0
11/25/2024,-14.12,0.7836,2.35,1.2991,85.02,0
11/26/2024,-12.56,0.6744,2.64,1.1875,78.03,0
11/27/2024,-15.96,0.8342,2.43,1.2821,58.25,0
11/28/2024,-18.42,0.7392,1.51,1.2588,78.08,0
11/29/2024,-17.37,0.51,3.14,1.2295,88.99,0
11/30/2024,-16.54,0.4991999999999999,1.95,1.1762,90.21,0
12/1/2024,-18.42,0.751,2.46,1.1892,82.12,0
12/2/2024,-6.14,0.7831,2.74,1.1196,92.14,0
12/3/2024,-2.28,0.7521999999999999,4.18,1.1239,87.94,0
12/4/2024,-10.42,0.5359,2.9,1.062,85.22,0
12/5/2024,0.16,0.8446000000000001,3.25,0.9540000000000001,68.19,1
12/6/2024,1.53,0.6094,3.7900000000000005,1.0423,93.18,1
12/7/2024,0.7399999999999999,0.4543,2.28,1.0493,97.95,1
12/8/2024,-3.67,0.5304,3.82,1.0351,96.81,11
12/9/2024,-6.34,0.7128,3.02,0.9883000000000001,73.93,9
12/10/2024,-13.96,0.6547,2.28,0.9941,83.8,9
12/11/2024,-12.54,0.4934,1.4799999999999998,0.9821,94.49,5
12/12/2024,-11.02,0.6458,2.7099999999999995,0.9238,80.51,0
12/13/2024,-8.11,0.7589,1.42,0.9662000000000001,79.54,1
12/14/2024,-8.45,0.5273,1.8500000000000003,0.9593000000000002,81.79,1
12/15/2024,-11.87,0.5011,2.12,0.9137,97.25,1
12/16/2024,-20.52,0.9744,1.37,1.0529,52.37,1
12/17/2024,-21.98,0.8088000000000001,1.9799999999999998,1.0279,69.14,0
12/18/2024,-20.09,0.5155,3.36,0.9912,81.93,0
12/19/2024,-20.02,0.7654,2.22,1.0058,86.12,0
12/20/2024,-9.84,0.8508,2.27,0.9643,67.83,0
12/21/2024,-2.91,0.8261,1.62,0.9384,60.419999999999995,0
12/22/2024,-5.23,0.6787,1.83,0.8777,68.04,0
12/23/2024,-2.83,0.7597999999999999,2.32,0.9386,56.22,0
12/24/2024,-0.74,0.4212,3.91,0.9446,97.93,8
12/25/2024,-3.03,0.8784,3.33,1.0104,65.63,8
12/26/2024,-3.84,0.7586,1.27,1.0008,75.8,7
12/27/2024,-4.27,0.6182,2.67,0.9715000000000001,86.73,7
12/28/2024,-8.78,0.7864999999999999,2.8699999999999997,0.9187,35.98,7
12/29/2024,-11.63,0.7265,1.8,0.8892000000000001,57.5,6
12/30/2024,-15.25,0.7622,2.37,1.0445,77.96,0
12/31/2024,-16.27,0.6754000000000001,1.99,1.069,85.5,0
1/1/2025,-19.47,0.6494,1.2,1.1006,79.78,0
1/2/2025,-24.58,1.0109,1.4400000000000002,1.1508,38.91,0
1/3/2025,-23.22,0.9689,4.91,1.1592,62.10999999999999,0
1/4/2025,-18.65,0.7394,3.7099999999999995,1.1098,86.54,0
1/5/2025,-18.98,0.7578999999999999,1.38,1.0788,72.23,0
1/6/2025,-14.05,0.725,1.61,1.1002,52.48,0
1/7/2025,-3.3,0.7402000000000001,3.7999999999999994,1.1189,75.48,0
1/8/2025,-0.16,1.055,5.52,1.1626,38.75,0
1/9/2025,-5.22,1.159,2.61,1.1842,40.87,3
1/10/2025,1.06,0.6922,5.69,1.121,97.62,3
1/11/2025,-4.04,0.7718000000000002,2.97,1.2067,89.89,4
1/12/2025,-6.3,0.6976999999999999,2.55,1.1662,62.96,4
1/13/2025,-2.29,0.8592,4.57,1.2204,40.96,5
1/14/2025,-0.45,0.7867000000000001,4.85,1.2283,71.45,9
1/15/2025,-0.37,0.9814000000000002,3.0400000000000005,1.3068,83.97,7
1/16/2025,-0.85,0.8123999999999999,7.45,1.3351,84.91,7
1/17/2025,-12.11,1.0541,3.44,1.4162,75.63,8
1/18/2025,-21.89,1.4414,2.12,1.5319,48.48,6
1/19/2025,-24.88,1.5066999999999997,1.9400000000000002,1.5713,52.28,5
1/20/2025,-13.64,1.0841,5.08,1.4798,89.27,5
1/21/2025,-3.02,1.0536,8.3,1.4887,73.5,5
1/22/2025,-5.97,1.0622,3.78,1.5462999999999998,93.3,5
1/23/2025,-2.64,1.1419,5.7,1.5325999999999997,69.12,5
1/24/2025,-6.33,1.236,5.580000000000001,1.6154,54.79999999999999,7
1/25/2025,-5.61,1.4098,3.7099999999999995,1.5998,73.89,6
1/26/2025,-2.18,1.3442,5.13,1.5996,62.32,10
1/27/2025,-0.08,1.3498,6.09,1.6930000000000003,82.7,8
1/28/2025,-0.39,1.0961,3.42,1.7347,98.86,7
1/29/2025,-1.74,1.2742,2.43,1.7213,98.90000000000002,10
1/30/2025,-8.47,0.9451,4.16,1.8412999999999997,98.90000000000002,16
1/31/2025,-12.58,0.8549000000000001,4.33,1.8449,95.46999999999998,15
2/1/2025,-18.98,1.5924000000000003,5.44,2.0102,67.38,13
2/2/2025,-25.54,1.7232,4,2.0988,56.95000000000001,13
2/3/2025,-27.61,1.9966,1.3500000000000003,2.1545,46.14000000000001,15
2/4/2025,-25.73,1.8658,1.4799999999999998,2.1823,46.669999999999995,19
2/5/2025,-22.56,1.8156,2.1,2.2032,85.98,14
2/6/2025,-14.52,1.9246,3.3800000000000003,2.2181,69.39,14
2/7/2025,-15.94,1.9277,1.3,2.3028,71.51,22
2/8/2025,-14.38,2.1926,3.11,2.323,60.35999999999999,18
2/9/2025,-20.81,2.1118,4.97,2.4967,39.93,20
2/10/2025,-21.72,2.4341,2.74,2.5402,46.74,21
2/11/2025,-18.17,2.3278,2.69,2.5709,62.60999999999999,20
2/12/2025,-16.95,1.9174,1.8,2.5824,92.75,17
2/13/2025,-20.68,2.3412,2.25,2.6386,63.29999999999999,23
2/14/2025,-20.95,1.7381,3.0400000000000005,2.6878000000000006,98.06,31
2/15/2025,-20.1,2.6138,1.37,2.7826,48.32,30
2/16/2025,-22.2,2.7450999999999994,3.35,2.8658,35.09,30
2/17/2025,-23.67,2.9188999999999994,5.489999999999999,2.9328,28.41,44
2/18/2025,-24.4,2.9287000000000005,5.01,3.0314,62.97,27
2/19/2025,-19.64,2.8692000000000006,5.38,2.9971,71.22,27
2/20/2025,-6.68,2.4624,2.8800000000000003,2.9582,96.99,27
2/21/2025,-0.25,2.3028,2.68,2.9325999999999994,95.98,27
2/22/2025,1.47,2.7465999999999995,3,2.9592000000000005,84.15,27
2/23/2025,2.43,2.8606,5.56,3.1061,45.98,27
2/24/2025,1.26,2.8939,2.43,3.0506000000000006,43.580000000000005,26
2/25/2025,2.07,3.012,2.29,3.1010000000000004,54.06,24
2/26/2025,2.8699999999999997,2.658,3.8800000000000003,3.2508,74.13,19
2/27/2025,4.91,3.0838,5.91,3.282,59.68,18
2/28/2025,2.39,3.2208,3.59,3.3190000000000004,57.54,20
3/1/2025,3.86,2.9206,1.45,3.2352000000000003,55.169999999999995,23
3/2/2025,3.85,3.0834999999999995,3.2099999999999995,3.1993999999999994,60.51,23
3/3/2025,-0.75,2.911,2.48,3.6319,63.76,20
3/4/2025,-0.34,3.5056999999999996,2.67,3.6679,32.85,20
3/5/2025,-1.19,3.6132000000000004,2.49,3.7272,24.52,22
3/6/2025,1.18,3.5726,3.8699999999999997,3.7252999999999994,23.78,10
3/7/2025,2.61,3.5342,3.83,3.8434000000000004,74.28,5
3/8/2025,4.32,3.5237,3.9,3.8608999999999996,88.03000000000002,4
3/9/2025,-0.22,2.478,2.93,3.9581,99.83999999999999,4
3/10/2025,-2.41,3.0206,2.21,4.1558,84.84,5
3/11/2025,0.41,3.5602,2.15,4.103,78.93,4
3/12/2025,-5.08,2.6239,4.84,4.1923,98.65000000000002,1
3/13/2025,-8.13,2.4089,5.22,4.3692,96.82,1
3/14/2025,-12.76,4.165,3.32,4.6334,70.28,1
3/15/2025,-12.69,3.3372000000000006,2.38,4.6078,96.41000000000001,1
3/16/2025,-9.08,3.3977,3.91,4.6589,97.41000000000001,1
3/17/2025,-3.67,3.1776,2.51,4.6512,95.06,1
3/18/2025,-3.25,4.6733,3.0400000000000005,4.8394,56.98,1
3/19/2025,-0.57,4.2528,2.7000000000000006,4.6243,61.51,1
3/20/2025,1.62,3.7574,1.59,4.5734,90.86,1
3/21/2025,0.7600000000000001,4.177,2.76,4.7743,66.48,1
3/22/2025,1.58,4.5149,3.92,4.9699,59.09,1
3/23/2025,1.99,4.7107,2.04,4.9903,62.9,0
3/24/2025,3.5499999999999994,4.8139,4.22,5.0208,50.37,0
3/25/2025,4.66,4.8252,2.69,5.0376,70.29,0
3/26/2025,3.61,4.1395,2.76,4.9289,90.77,0
3/27/2025,-2.27,2.0122,5.650000000000001,5.1571,98.90000000000002,0
3/28/2025,-5.8,1.8223,3.52,5.3417,98.75,0
3/29/2025,-6.01,4.2341,1.8,5.5836,91.01,0
3/30/2025,-4.9,3.2942,3.11,5.6560999999999995,93.38,0
3/31/2025,-1.47,3.2794000000000003,3.5400000000000005,5.5934,99.96,0
4/1/2025,0.38000000000000006,3.2256,2.8699999999999997,5.4187,97.57,0
4/2/2025,-1.58,5.3292,3.1300000000000003,5.741499999999999,69.4,0
4/3/2025,-3.23,5.3102,3.65,5.923199999999999,43.44,0
4/4/2025,0.83,5.2147,1.88,5.7638,47.10999999999999,0
4/5/2025,6.18,5.07,2.57,5.439800000000001,47.06,0
4/6/2025,8.36,5.2082,2.47,5.372899999999999,31.59,0
4/7/2025,7.2,4.4942,2.65,5.444399999999999,82.72,0
4/8/2025,6.12,3.6324,3.47,5.660900000000001,90.67,0
4/9/2025,6.54,5.9918000000000005,2.62,6.0478,30.709999999999997,3
4/10/2025,8.42,5.8867,3.34,5.964200000000001,38.98,0
4/11/2025,8.63,6.0595,5.39,6.3396,36.58,0
4/12/2025,2.9500000000000006,5.19,3.48,6.085,85.03,0
4/13/2025,3.93,5.1115,3.94,6.2825,57.37,0
4/14/2025,7.419999999999999,4.842,2.64,6.221799999999999,89.18,0
4/15/2025,7.580000000000001,5.4019,4.6,6.5299000000000005,67.11,0
4/16/2025,3.14,4.2986,5.94,6.588,76.25,0
4/17/2025,2.48,6.6168000000000005,3.4599999999999995,6.764399999999999,35.36,0
4/18/2025,7.489999999999999,5.419,3.98,6.3814,85.27,0
4/19/2025,7.06,6.0331,4.64,6.7258,70.4,0
4/20/2025,3.53,5.4012,1.6000000000000003,6.7183,56.38,0
4/21/2025,3.3800000000000003,3.6275999999999997,1.8500000000000003,6.5194,95.08999999999999,0
4/22/2025,4.99,5.01,2.14,6.860600000000001,80.5,0
4/23/2025,6.099999999999999,4.9956,2.15,6.7978,65.21,0
4/24/2025,8.53,6.0036,2.1,6.9274,36.06,0
4/25/2025,11.36,6.7193,4.84,6.7426,15.72,0
4/26/2025,10.910000000000002,6.0991,3.27,6.6924,52.70000000000001,0
4/27/2025,4.77,5.2039,2.76,6.9775,66.81,0
4/28/2025,7.97,5.928999999999999,3.01,6.985400000000001,54.52,0
4/29/2025,9.68,5.7595,4.65,7.2029,80.07,0
4/30/2025,8.82,4.2842,3.65,7.236,91.28000000000002,0
5/1/2025,11.300000000000002,7.1179,1.7,7.1978,27.73,0
5/2/2025,14.37,7.2002,1.72,7.217299999999999,11.199999999999998,0
5/3/2025,14.85,6.3151,3.74,7.0231,44.29,0
5/4/2025,9.14,6.7963,5.12,7.3562,49.72,0
