site,date,inverter_id,daily_kwh,daily_kwh_per_kwp
Bissell_Thrift_Shop,2025-12-12,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-12,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-13,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-13,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-13,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-14,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-14,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-14,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-15,1,0.00456,0.00041
Bissell_Thrift_Shop,2025-12-15,2,0.00766,0.00075
Bissell_Thrift_Shop,2025-12-15,3,0.00286,0.00031
Bissell_Thrift_Shop,2025-12-16,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-16,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-16,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-17,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-17,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-17,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-18,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-18,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-18,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-19,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-19,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-19,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-20,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-20,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-20,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-21,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-21,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-21,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-22,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-22,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-22,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-23,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-23,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-23,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-24,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-24,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-24,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-25,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-25,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-25,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-26,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-26,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-26,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-27,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-27,2,0.0,0.0
